X:Pos_TX-Body2-rev_clearance_joint(m),X:Pos_TY-Body2-rev_clearance_joint(m),X:Pos_TZ-Body2-rev_clearance_joint(m),X:Vel_TX-Body2-rev_clearance_joint(m/s),X:Vel_TY-Body2-rev_clearance_joint(m/s),X:Vel_TZ-Body2-rev_clearance_joint(m/s),X:Acc_TX-Body2-rev_clearance_joint(m/s^2),X:Acc_TY-Body2-rev_clearance_joint(m/s^2),X:Acc_TZ-Body2-rev_clearance_joint(m/s^2),Y:Pos_TX-Body2-rev_clearance_joint(m),Y:Pos_TY-Body2-rev_clearance_joint(m),Y:Pos_TZ-Body2-rev_clearance_joint(m),Y:Vel_TX-Body2-rev_clearance_joint(m/s),Y:Vel_TY-Body2-rev_clearance_joint(m/s),Y:Vel_TZ-Body2-rev_clearance_joint(m/s),Y:Acc_TX-Body2-rev_clearance_joint(m/s^2),Y:Acc_TY-Body2-rev_clearance_joint(m/s^2),Y:Acc_TZ-Body2-rev_clearance_joint(m/s^2)
0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.6438863e-06,8.3558826e-05,2.6598360,0.0000000,0.0000000,0.0000000,7.6375600e-28,-9.8066500,-2.9015678e-32
0.00010100000,0.00010100000,0.00010100000,0.00010100000,0.00010100000,0.00010100000,0.00010100000,0.00010100000,0.00010100000,1.6438863e-06,8.3508807e-05,2.6598360,3.8303861e-34,-0.00099047165,-5.3448077e-38,4.5249980e-38,-9.8066500,-4.4366512e-38
0.00021300000,0.00021300000,0.00021300000,0.00021300000,0.00021300000,0.00021300000,0.00021300000,0.00021300000,0.00021300000,1.6438863e-06,8.3336367e-05,2.6598360,3.8303861e-34,-0.0020888165,-5.3448691e-38,5.5711276e-40,-9.8066500,-7.2201124e-40
0.00030900000,0.00030900000,0.00030900000,0.00030900000,0.00030900000,0.00030900000,0.00030900000,0.00030900000,0.00030900000,1.6438863e-06,8.3090651e-05,2.6598360,3.8303861e-34,-0.0030302549,-5.3448709e-38,5.8437577e-41,-9.8066500,-7.6378772e-41
0.00040500000,0.00040500000,0.00040500000,0.00040500000,0.00040500000,0.00040500000,0.00040500000,0.00040500000,0.00040500000,1.6438863e-06,8.2754558e-05,2.6598360,3.8303861e-34,-0.0039716933,-5.3448711e-38,1.3057881e-41,-9.8066500,-1.7080965e-41
0.00050100000,0.00050100000,0.00050100000,0.00050100000,0.00050100000,0.00050100000,0.00050100000,0.00050100000,0.00050100000,1.6438863e-06,8.2328086e-05,2.6598360,3.8303861e-34,-0.0049131317,-5.3448712e-38,4.2461722e-42,-9.8066500,-5.5544615e-42
0.00062900000,0.00062900000,0.00062900000,0.00062900000,0.00062900000,0.00062900000,0.00062900000,0.00062900000,0.00062900000,1.6438863e-06,8.1618869e-05,2.6598360,3.8303861e-34,-0.0061683829,-5.3448712e-38,9.4972180e-43,-9.8066500,-1.2421557e-42
0.00075700000,0.00075700000,0.00075700000,0.00075700000,0.00075700000,0.00075700000,0.00075700000,0.00075700000,0.00075700000,1.6438863e-06,8.0748980e-05,2.6598360,3.8303861e-34,-0.0074236341,-5.3448712e-38,3.0890212e-43,-9.8066500,-4.0378470e-43
0.00082100000,0.00082100000,0.00082100000,0.00082100000,0.00082100000,0.00082100000,0.00082100000,0.00082100000,0.00082100000,1.6438863e-06,8.0253784e-05,2.6598360,3.8303861e-34,-0.0080512597,-5.3448712e-38,2.1243721e-43,-9.8066500,-2.7757591e-43
0.00094900000,0.00094900000,0.00094900000,0.00094900000,0.00094900000,0.00094900000,0.00094900000,0.00094900000,0.00094900000,1.6438863e-06,7.9142886e-05,2.6598360,3.8303861e-34,-0.0093065109,-5.3448712e-38,1.0047534e-43,-9.8066500,-1.3119111e-43
0.0010130000,0.0010130000,0.0010130000,0.0010130000,0.0010130000,0.0010130000,0.0010130000,0.0010130000,0.0010130000,1.6438863e-06,7.8527186e-05,2.6598360,3.8303861e-34,-0.0099341365,-5.3448712e-38,6.9095775e-44,-9.8066500,-9.0195523e-44
0.0011410000,0.0011410000,0.0011410000,0.0011410000,0.0011410000,0.0011410000,0.0011410000,0.0011410000,0.0011410000,1.6438863e-06,7.7175280e-05,2.6598360,3.8303861e-34,-0.011189388,-5.3448712e-38,3.2679406e-44,-9.8066500,-4.2635238e-44
0.0012050000,0.0012050000,0.0012050000,0.0012050000,0.0012050000,0.0012050000,0.0012050000,0.0012050000,0.0012050000,1.6438863e-06,7.6439075e-05,2.6598360,3.8303861e-34,-0.011817013,-5.3448712e-38,2.2476261e-44,-9.8066500,-2.9313518e-44
0.0013330000,0.0013330000,0.0013330000,0.0013330000,0.0013330000,0.0013330000,0.0013330000,0.0013330000,0.0013330000,1.6438863e-06,7.4846161e-05,2.6598360,3.8303861e-34,-0.013072264,-5.3448712e-38,1.0625348e-44,-9.8066500,-1.3857187e-44
0.0015250000,0.0015250000,0.0015250000,0.0015250000,0.0015250000,0.0015250000,0.0015250000,0.0015250000,0.0015250000,1.6438863e-06,7.2155530e-05,2.6598360,3.8303861e-34,-0.014955141,-5.3448712e-38,5.0250306e-45,-9.8066500,-6.5395080e-45
0.0016530000,0.0016530000,0.0016530000,0.0016530000,0.0016530000,0.0016530000,0.0016530000,0.0016530000,0.0016530000,1.6438863e-06,7.0160936e-05,2.6598360,3.8303861e-34,-0.016210392,-5.3448712e-38,3.4561186e-45,-9.8066500,-4.4898108e-45
0.0017810000,0.0017810000,0.0017810000,0.0017810000,0.0017810000,0.0017810000,0.0017810000,0.0017810000,0.0017810000,1.6438863e-06,6.8005670e-05,2.6598360,3.8303861e-34,-0.017465644,-5.3448712e-38,2.3737095e-45,-9.8066500,-3.0831733e-45
0.0019090000,0.0019090000,0.0019090000,0.0019090000,0.0019090000,0.0019090000,0.0019090000,0.0019090000,0.0019090000,1.6438863e-06,6.5689732e-05,2.6598360,3.8303861e-34,-0.018720895,-5.3448712e-38,1.6373526e-45,-9.8066500,-2.1175396e-45
0.0020370000,0.0020370000,0.0020370000,0.0020370000,0.0020370000,0.0020370000,0.0020370000,0.0020370000,0.0020370000,1.6438863e-06,6.3213121e-05,2.6598360,3.8303861e-34,-0.019976146,-5.3448712e-38,1.1259029e-45,-9.8066500,-1.4544857e-45
0.0021650000,0.0021650000,0.0021650000,0.0021650000,0.0021650000,0.0021650000,0.0021650000,0.0021650000,0.0021650000,1.6438863e-06,6.0575838e-05,2.6598360,3.8303861e-34,-0.021231397,-5.3448712e-38,7.7412672e-46,-9.8066500,-9.9913101e-46
0.0022930000,0.0022930000,0.0022930000,0.0022930000,0.0022930000,0.0022930000,0.0022930000,0.0022930000,0.0022930000,1.6438863e-06,5.7777883e-05,2.6598360,3.8303861e-34,-0.022486648,-5.3448712e-38,5.3947620e-46,-9.8066500,-6.8637027e-46
0.0024210000,0.0024210000,0.0024210000,0.0024210000,0.0024210000,0.0024210000,0.0024210000,0.0024210000,0.0024210000,1.6438863e-06,5.4819256e-05,2.6598360,3.8303861e-34,-0.023741900,-5.3448712e-38,3.6911848e-46,-9.8066500,-4.7152861e-46
0.0025490000,0.0025490000,0.0025490000,0.0025490000,0.0025490000,0.0025490000,0.0025490000,0.0025490000,0.0025490000,1.6438863e-06,5.1699957e-05,2.6598360,3.8303861e-34,-0.024997151,-5.3448712e-38,2.4713794e-46,-9.8066500,-3.2394276e-46
0.0026770000,0.0026770000,0.0026770000,0.0026770000,0.0026770000,0.0026770000,0.0026770000,0.0026770000,0.0026770000,1.6438863e-06,4.8419986e-05,2.6598360,3.8303861e-34,-0.026252402,-5.3448712e-38,1.6751560e-46,-9.8066500,-2.2256383e-46
0.0028050000,0.0028050000,0.0028050000,0.0028050000,0.0028050000,0.0028050000,0.0028050000,0.0028050000,0.0028050000,1.6438863e-06,4.4979342e-05,2.6598360,3.8303861e-34,-0.027507653,-5.3448712e-38,1.1354023e-46,-9.8066500,-1.5291142e-46
0.0030610000,0.0030610000,0.0030610000,0.0030610000,0.0030610000,0.0030610000,0.0030610000,0.0030610000,0.0030610000,1.6438863e-06,3.7616038e-05,2.6598360,3.8303861e-34,-0.030018156,-5.3448712e-38,8.5024338e-47,-9.8066500,-1.0432620e-46
0.0033170000,0.0033170000,0.0033170000,0.0033170000,0.0033170000,0.0033170000,0.0033170000,0.0033170000,0.0033170000,1.6438863e-06,2.9610046e-05,2.6598360,3.8303861e-34,-0.032528658,-5.3448712e-38,6.4253299e-47,-9.8066500,-7.1254820e-47
0.0035730000,0.0035730000,0.0035730000,0.0035730000,0.0035730000,0.0035730000,0.0035730000,0.0035730000,0.0035730000,1.6438863e-06,2.0961366e-05,2.6598360,3.8303861e-34,-0.035039160,-5.3448712e-38,5.7328443e-47,-9.8066500,-4.8704638e-47
0.0038290000,0.0038290000,0.0038290000,0.0038290000,0.0038290000,0.0038290000,0.0038290000,0.0038290000,0.0038290000,1.6438863e-06,1.1669996e-05,2.6598360,3.8303861e-34,-0.037549663,-5.3448712e-38,1.8171569e-47,-9.8066500,-3.3307615e-47
0.0040850000,0.0040850000,0.0040850000,0.0040850000,0.0040850000,0.0040850000,0.0040850000,0.0040850000,0.0040850000,1.6438863e-06,1.7359382e-06,2.6598360,3.8303861e-34,-0.040060165,-5.3448712e-38,9.5250001e-48,-9.8066500,-2.2781232e-47
0.0043410000,0.0043410000,0.0043410000,0.0043410000,0.0043410000,0.0043410000,0.0043410000,0.0043410000,0.0043410000,1.6438863e-06,-8.8408084e-06,2.6598360,3.8303861e-34,-0.042570668,-5.3448712e-38,1.3796067e-47,-9.8066500,-1.5590331e-47
0.0045970000,0.0045970000,0.0045970000,0.0045970000,0.0045970000,0.0045970000,0.0045970000,0.0045970000,0.0045970000,1.6438863e-06,-2.0060244e-05,2.6598360,3.8303861e-34,-0.045081170,-5.3448712e-38,1.1861173e-47,-9.8066500,-1.0667617e-47
